,Culture,Count
684,"British, Birmingham, after Russian original",8
2847,"Greek, South Italian, Paestan",8
335,"Austrian, Salzburg",8
1556,East Germanic,8
1892,French (Limoges),8
1263,"Chinese, for Swedish market",8
1752,European or possibly American,8
6551,Vietnamese,8
6615,Western Asia,8
6552,Viking,8
1893,French (Paris),8
4521,Maroon,8
5537,Probably Italian,7
327,"Austrian, Gutenbrunn",7
6486,Uramot Baining people,7
4272,"Kuba peoples, Shoowa group",7
1650,"Edo peoples, Ishan group (?)",7
6211,Syro-Levantine,7
4832,Native American (Seneca),7
6471,Ukrainian,7
1144,China (Miao),7
5479,Possibly French,7
5313,Papua Province,7
1640,Ecuadoran,7
194,"American, probably",7
1331,Colima (?),7
5342,Pentecost Island,7
4286,Kwele peoples,7
5428,"Polish, Kobylka",7
3087,India (Chennai),7
1912,French or Dutch,7
6366,"Tlingit, Native American",7
6616,Western Australia,7
1896,French (cartoon)/South Netherlandish (woven),7
284,"Asmat people, Betjew",7
375,Babylonian or Kassite,7
3118,"India (Himachal Pradesh, Guler)",7
5645,"Romanian, Banat district",7
1868,Franco-Flemish,7
1301,Chiriquí,7
3179,"India (Punjab Hills, Kangra)",7
3170,"India (Pahari Hills, Guler)",7
5635,"Roman, probably Egyptian",7
1363,Conte (?),7
5399,"Philippine, Sulu",7
6329,Tibetan or Chinese,7
261,Arica,7
4343,Late Roman/Early Byzantine,7
4341,Late Roman or Byzantine,7
258,Argentinean,7
4940,"Netherlandish, probably Brussels",7
259,Argentinian,7
440,Bamum,7
6379,Tonga,7
1510,"Dutch, Hoorn",7
230,Angoram people,7
6411,Tuareg peoples,7
2032,"French, Le Puy",7
1503,"Dutch, Friesland",7
5708,Samoa,7
4502,Manjaka peoples,7
4952,New Guinean,7
5576,Rao people,7
2014,"French, Fontainebleau or Avon",7
7130,probably English,7
204,Anatolian,7
314,Austrian or Bohemian,7
2003,"French, Craponne",7
3621,"Irish, Youghal",7
1994,"French, Châtillon-sous-Bagneux",7
4844,Native American (Sioux),7
1972,"French, Bourg-la-Reine",7
1716,"Etruscan, Faliscan",7
1964,"French, Beautiran",7
1717,"Etruscan, Genucilia",7
305,Austral Islanders,7
224,Anglo-Indian,7
4852,"Native American (Skittagetan, probably)",7
5354,Peru (Cuzco),7
5295,Palembang,7
6457,Tutsi peoples,7
2364,"German, Brunswick (Braunschweig)",7
919,"British, probably Nailsea",7
3751,"Italian, Cantù",7
678,"British, Birmingham, after Irish original",7
752,"British, Lambeth, London",7
2892,Guere peoples,7
2557,"German, Thuringia, Kloster-Veilsdorf",7
6925,possibly French or German,7
5187,"Norwegian, Hardanger",7
2320,German or Italian,7
6898,possibly Chinese,7
7244,probably Northern Italian,7
4652,Mongolian or Tibetan,7
3780,"Italian, Florence or Siena",7
3968,"Italian, possibly Brescia",7
6011,"Spanish, Castile",7
4734,"Native American (Apache, probably)",7
5256,Ottonian,7
2627,"German, probably Saxony",7
2858,"Greek, Tarentine",7
2653,Ghanaian,7
3860,"Italian, Sardinia",7
7009,possibly Netherlandish,7
2663,Graeco-Persian,7
2904,Hacilar,7
2198,"French, possibly Alsace",7
3840,"Italian, Perugia",7
1025,Carchi,7
640,British or Scottish,7
3830,"Italian, Nove",7
3733,"Italian, Abruzzi (Pescocostanzo)",7
7261,probably Scottish,7
7268,probably Southern German,7
4194,Kerewa people ,7
5818,Sioux,7
6982,"possibly Italian, Florence",7
662,"British, Birmingham, after Danish original",7
4010,"Italian, probably Faenza",7
5009,North African,7
864,"British, after British, London original",7
777,"British, London, after British, London original",7
5171,Northwest China and southwestern Inner Mongolia,7
610,British (American Market),7
513,Belgium,7
4020,"Italian, probably Naples",7
2161,"French, Sinceny",7
5742,Saxon,7
5935,Southern Italian,7
3921,"Italian, Venice (Murano) or Naples",7
357,Avar or Byzantine,6
5619,"Roman, Italian",6
1265,"Chinese, for export market",6
1730,Etrusco-Campanian,6
1705,Etruscan or Roman,6
3990,"Italian, possibly Sardinia",6
3841,"Italian, Pesaro",6
6619,Western Desert,6
365,Aztec (?),6
5589,Roman (?),6
1957,"French, Avignon",6
1455,Dimini culture,6
306,Australian,6
6009,"Spanish, Barcelona",6
802,"British, Merton Abbey, Surrey",6
3827,"Italian, Naples (Capodimonte)",6
4851,Native American (Skittagetan),6
1271,"Chinese, made for export",6
1458,Diné/Navajo,6
5441,Pontic,6
1710,"Etruscan, Cerveteri",6
5670,"Russian, Kholmogory",6
6626,Western European or Near Eastern,6
4221,Kongo,6
3449,"Indian, Sind",6
1926,French or Netherlandish,6
4478,"Mambila peoples, Mbamnga group",6
4742,Native American (Brazilian),6
3844,"Italian, Pisa",6
3474,"Indian, for British market",6
3579,"Indonesian, Sumbawa",6
4635,Mogollon,6
3899,"Italian, Urbino with Gubbio luster",6
3954,"Italian, Vicenza",6
2387,"German, Franconia",6
7096,"probably British, London",6
4603,Minangkabau,6
4873,Native American (Zuni),6
3191,"India (Rajasthan, Bundi)",6
1831,"Flemish, Brabant",6
2340,"German, Alsace, possibly Strasbourg",6
3186,"India (Rajasthan, Amber)",6
5791,Shona peoples,6
4629,Moche-Wari,6
4359,Leti Islands,6
7082,probably Bohemian,6
881,"British, after Italian, Venice original",6
873,"British, after German, Nuremberg original",6
1356,Condorhuasi-Alamito,6
3504,Indigenous American,6
1816,Flemish or French,6
1815,Flemish or Dutch,6
5602,"Roman, Cnidian",6
5382,"Philippine, Igorot",6
2316,German or Flemish,6
1848,"Flemish, possibly Antwerp",6
6540,"Vietnam (North, Highlands?)",6
4588,Michoacan,6
2282,Gallo-Roman,6
3856,"Italian, Rome (?)",6
432,Bamileke peoples,6
6371,Tolima (?),6
372,Babylonian (?),6
1875,Frankish (?),6
108,Ambrym Island,6
6123,Sumba Island artist,6
5929,"Southern German, probably Munich",6
4594,Middle East,6
4654,Monte Alban,6
834,"British, Soho near Birmingham",6
3878,"Italian, Tuscan",6
5833,Solomon Islander,6
3204,"India (Rajasthan, Kotah)",6
2819,"Greek, Seleucid",6
5599,Roman or later,6
2462,"German, Meissen with Dutch decoration",6
1829,"Flemish, Antwerp or Dutch",6
5314,"Papua, New Guinea, made in Europe",6
2074,"French, Munster",6
6485,Urama people,6
1546,Early Quimbaya,6
630,British or Flemish,6
3755,"Italian, Castel Durante with Gubbio luster",6
5307,Papua New Guinean,6
1543,Early Byzantine,6
4077,Jalisco,6
193,"American, possibly",6
6220,Tairona People; La Aguja Style,6
10,Achaemenid or Seleucid,6
4248,Kota peoples,6
4148,Jewish,6
710,"British, Chinnor, Oxfordshire",6
714,"British, Cobridge, Staffordshire",6
7234,probably Mexican,6
7035,possibly Sardinian,6
2042,"French, Lorraine, Metz",6
2035,"French, Lille or Arras",6
1027,Caroline Islands,6
4514,Mapuche,6
4278,Kushan,6
5969,Spanish (possibly Valencia or Talavera),6
1557,East Germanic or nomadic (?),6
5921,Southern German or Swiss,6
3350,Indian (Naga),6
6188,"Swiss, Winterthur",6
3334,"India, West Bengal or Bangladesh",6
7219,"probably Italian, Rome",6
2149,"French, Saint-Porchaire or Paris",6
3362,Indian or Bhutanese,6
4893,Nayarit (Chinesco),6
4827,Native American (Puerto Rico),6
1110,Central or south coast (?),6
4820,Native American (Peruvian),6
5727,Sapi-Portuguese,6
3366,Indian or Nepalese,6
7222,"probably Italian, Venice",6
5908,Southern France,6
6476,United States,6
5722,Santa Cruz Islands,6
6157,Swiss or French,6
5260,Paiwan people,6
6502,Vendel,6
7292,probably Tibetan or Chinese,6
5571,Quimbaya (?),6
2231,"French, possibly Paris",6
4565,Mesquakie or Potawatomi,6
1189,Chinese (Tibetan),6
2006,"French, Desvres",6
3619,"Irish, Limerick",6
6144,"Swedish, Lidköping",6
2215,"French, possibly Lille",6
766,"British, London mounts and Chinese porcelain",6
1211,Chinese with European decoration,6
2705,"Greek Islands, Skyros",6
2491,"German, Neudeck-Nymphenburg",6
533,Bidjogo peoples,6
339,"Austrian, Tyrol",6
4050,Italic or Etruscan,6
5236,Olmec (?),6
3794,"Italian, Lecce",6
2235,"French, possibly Saint-Cloud",6
4735,Native American (Arapaho),6
2000,"French, Cluny",6
5987,Spanish or Mexican,6
4426,Madagascar,5
847,"British, Sunderland",5
6935,"possibly French, Provence",5
3196,"India (Rajasthan, Jodhpur)",5
4762,Native American (Guyanese),5
4904,"Neolithic, Hagiorgetika",5
4636,Mogollon (Mimbres),5
1562,East Greek or Parthian,5
2722,"Greek or Roman, Cypriot",5
4009,"Italian, probably Deruta",5
795,"British, Longton",5
4114,"Japanese, Ainu",5
311,Austrian (Vienna),5
3232,India (Uttar Pradesh),5
5450,Portuguese or Spanish,5
4437,Makira Island,5
1481,Dutch or Belgian,5
3335,"India, West Bengal, Calcutta",5
3936,"Italian, Venice or French",5
1482,Dutch or British,5
5933,"Southern India, Tamil Nadu, probably Thanjavur district",5
862,"British, York",5
3331,"India, Udaipur, Rajasthan",5
3360,Indian (south),5
4189,Kenyan,5
392,Bali,5
3328,"India, Tamil Nadu",5
5584,Rhenish,5
4173,Karo Batak people,5
274,Asian,5
3327,"India, Sawar, Rajasthan",5
2467,"German, Meissen with French, Paris mounts",5
6966,possibly Hungarian,5
799,"British, Manchester",5
3488,"Indian, possibly South Indian",5
4051,Italic or Roman,5
1770,"European, probably",5
593,Bougainville Island,5
1504,"Dutch, Groningen",5
808,"British, Newcastle",5
6498,Vanuatu,5
5566,Qajar,5
2517,"German, Rhineland",5
2735,"Greek, Asia Minor, Smyrna",5
815,"British, Norwich",5
366,Aztec or Mixtec,5
1659,Egyptian possibly,5
5600,"Roman, Asia Minor",5
5557,Puerto Rican,5
2515,"German, Regensburg",5
5432,"Polish, Warsaw",5
1736,European (?),5
4058,"Italic, Umbrian",5
6902,possibly Danish,5
2676,Greek (Attic),5
4052,"Italic, Etruria",5
6369,Tolai people,5
4420,Maasai peoples,5
3983,"Italian, possibly Naples",5
3429,"Indian, Mughal or Deccan",5
2546,"German, Solingen",5
3418,"Indian, Kodagu (Coorg)",5
2429,"German, Königsberg",5
1766,"European, possibly German",5
3202,"India (Rajasthan, Kota)",5
5418,Piartal,5
7099,"probably British, South Staffordshire",5
7123,"probably Dutch, Harlingen",5
6921,possibly Frankish,5
7129,probably Egyptian,5
1450,Dengese peoples,5
1414,"Czechoslovakian, Bratislava",5
2744,"Greek, Attic or Boeotian",5
2743,"Greek, Attic ?",5
11,Acheen,5
2422,"German, Kandern",5
3220,India (South India),5
6398,Tsimshian,5
1090,Central Indian,5
655,"British, Birmingham after a Scandinavian original",5
2190,"French, after French original",5
7052,possibly Swedish,5
6223,Taiwanese,5
452,Bangladesh or India (Bengal),5
1948,"French, Angers",5
4311,Lagoon peoples,5
5779,Senufo or Tussian peoples,5
222,Anglo-Chinese (Shanghai),5
449,Bangladesh,5
1941,"French, Aix-en-Provence",5
5253,Ottoman or Tatar,5
5217,Ojibwa,5
5353,Peru (?),5
3833,"Italian, Padua or Ravenna",5
6740,Zande peoples,5
2266,French?,5
3838,"Italian, Parma",5
486,Baulé people,5
4320,Lampung artist,5
2178,"French, Troyes",5
2992,"Hungarian, Nytra",5
1911,French or Danish,5
2177,"French, Tours",5
2852,"Greek, South Italian?",5
1277,"Chinese, possibly for Continental European market",5
2986,"Hungarian, Lubina",5
5652,Russia,5
4310,"Lagoon or Akan peoples, Akye group",5
220,"Ancient Kingdom of Kashmir, India",5
5684,"Russian, Verbilki",5
6262,Thailand (?),5
2018,"French, Golfe-Juan",5
6758,"Zuni, Native American",5
1022,Capulí,5
5333,Pekalongan,5
4303,"Kwoma, Kuimbi Wanyi clan",5
7189,probably Hungarian,5
5700,Salinar,5
996,Calima-Yotoco,5
1023,Caraja,5
5698,Sakalava peoples,5
6244,Tellem peoples,5
4296,"Kwoma people, Kalaba clan",5
4228,Kongo peoples; Kongo Kingdom,5
6231,Tanzanian,5
6230,Tanzania,5
2029,"French, La Rochelle",5
1992,"French, Choisy-le-Roi",5
987,Caddoan,5
2242,"French, possibly Sèvres",5
2041,"French, Lorraine (Nancy)",5
2245,"French, probably",5
872,"British, after German, Danzig original",5
1161,China for Western market,5
3815,"Italian, Milan or Brescia",5
974,Byzantine (?),5
5303,Papua New Guinea,5
941,Bulgaria,5
3647,Italian (Cremona),5
2796,"Greek, Melian",5
523,Bete,5
2801,"Greek, Pergamene",5
5736,Saudi Arabian,5
1339,Colonial,5
2164,"French, St. Clement",5
6163,"Swiss, Basel",5
161,"American, Middletown, Connecticut",5
5383,"Philippine, Jolo",5
2108,"French, Paris or Blois",5
5004,Nopiloa,5
1319,Chuquibamba,5
496,Belgian or French,5
6822,"hilt, Indian; blade, Persian",5
1335,Colombia (?),5
4276,"Kuna (Guna), Panama",5
1832,"Flemish, Bruges",5
4607,Mindanao,5
3152,India (Madhya Pradesh),5
4277,Kurumba peoples,5
1307,Chokwe,5
5731,Sasak,5
5377,"Philippine, Bagobo",5
1130,Chimú or Inca,5
3510,Indigenous American (Olmec peoples),5
4931,Netherlandish or South Lowlands (?),5
6991,"possibly Italian, Venice",5
3513,Indigenous American (Pre-Columbian),5
106,Alutiiq,5
7068,probably Albanian,5
2823,"Greek, Sicilian, Centuripe",5
6189,"Swiss, Zug",5
2328,German or Spanish,5
254,Arapaho,5
1300,Chiriqui (?),5
5744,Scandinavian or Baltic,4
1663,"Egyptian, Ptolemaic or Roman",4
5509,Post Classical,4
5733,Sasanian (?),4
2578,"German, Würzberg",4
1669,Ejagham peoples,4
4528,Massim region,4
1597,Eastern European (Macedonian),4
6178,"Swiss, Nyon",4
2664,Graeco-Phoenician,4
5875,"South Indian, Vijayanagara",4
3271,"India, Bihar",4
6226,Tami Islands,4
2671,Greater Coclé,4
172,"American, Paterson, New Jersey",4
5556,Pueblo,4
2558,"German, Thuringia, Limbach",4
2929,Hemba peoples,4
176,"American, Philadelphia",4
5951,Southern Siberia,4
5948,Southern New Ireland,4
2982,"Hungarian, Kolozsvár",4
9,Achaemenid (?),4
1623,Eastern Tibet,4
6213,Tabwa peoples,4
4512,"Maori people, Te Arawa",4
2201,"French, possibly Avignon",4
2618,"German, probably Dresden",4
5946,Southern Netherlands or Northern France,4
7196,probably Iranian,4
2181,"French, Valenciennes",4
5757,"Scottish, probably Glasgow",4
3295,"India, Kolkata (formerly Calcutta)",4
3290,"India, Himachal Pradesh, unidentified sub-school",4
4560,Merina peoples,4
2994,"Hungarian, Pécs",4
5723,Santa Isabel Island,4
5715,San Sabastìan,4
1615,Eastern Mediterranean or South Italian,4
2968,Hungarian (Slovakia),4
2660,Gogodala people,4
4710,Naga people,4
2604,"German, possibly Saxon",4
4819,Native American (Papago),4
6436,Turkish with Persian blade,4
4408,Luba or Hemba peoples,4
3272,"India, Bihar or West Bengal",4
5529,Probably European,4
4695,Myanmar,4
2363,"German, Brunswick",4
5704,Samarra,4
3115,India (Himachal Pradesh),4
4648,Mongolia or Tibet,4
3199,"India (Rajasthan, Kishangarh)",4
3140,India (Karnataka),4
2760,"Greek, Corinth",4
2311,German or British,4
3136,"India (Jammu and Kashmir, possibly Akhnur)",4
1764,"European, possibly British",4
6082,"Sri Lanka, Kandy district",4
4452,Malaysian,4
3129,"India (Jammu & Kashmir, ancient kingdom of Kashmir) or Pakistan",4
5641,Roman?,4
1870,Franco-Italian,4
5595,Roman or Islamic,4
2425,"German, Kelsterbach",4
4887,"Native Italic, Daunian",4
109,Ambrym Island (?),4
2293,German (Bavarian),4
2762,"Greek, Corinthian ?",4
6357,Tiwi,4
2322,German or Polish,4
5608,"Roman, Egypt, Alexandria",4
78,"Akan peoples, Asante group",4
3168,India (Pahari Hills),4
6060,"Spanish, possibly Toledo",4
3172,"India (Pahari Hills, Kangra)",4
3178,"India (Punjab Hills, Guler)",4
2785,"Greek, Ionian Islands or Epirus",4
4442,Malakula,4
7150,"probably French, Nevers",4
1774,European?,4
6325,"Tibet, Lhasa area",4
5815,Sinhala,4
2384,"German, Erfurt",4
6074,Spanish?,4
3148,India (Kerala),4
97,Aleut,4
2324,German or Russian,4
4862,Native American (Tsimshian),4
4889,Natufian,4
2203,"French, possibly Beauvais",4
6293,Thailand (Tak Province),4
126,American or English,4
2873,"Greek, possibly Rhodian",4
3239,India (West Bengal),4
1981,"French, Cantal (La Margéride)",4
2234,"French, possibly Rouen",4
3030,Iberian,4
2698,"Greek Islands, Karpathos",4
5865,South India,4
2881,"Greek, probably Eastern Mediterranean",4
2230,"French, possibly Orléans",4
3246,"India (ancient kingdom of Kashmir, Harwan)",4
3249,India (for Thai market),4
5986,"Spanish or Italian, Venice (Murano)",4
2228,"French, possibly Normandy",4
4799,Native American (Navaho),4
2009,"French, Dijon",4
5980,Spanish or German,4
6389,Toraja people (?),4
6120,"Sumatran, possibly Acheen",4
1706,Etruscan or South Italian,4
2437,"German, Leipzig",4
2428,"German, Kreussen",4
6292,Thailand (SukhoThailand),4
1909,French or Belgian,4
2269,"Fulani peoples, Wodaabe group",4
4583,Mexico or Guatemala,4
5590,Roman ?,4
2267,Fulani peoples,4
4860,Native American (Tlingit),4
1950,"French, Aprey",4
3076,India (Bengal),4
1721,"Etruscan, Subgeometric, probably Caeretan",4
6274,Thailand (Kalong),4
2728,"Greek, Argive",4
3072,"India (Andhra Pradesh, Nagarjunakonda)",4
1936,French or possibly Swiss,4
6268,"Thailand (Buriram Province, Prakhon Chai)",4
3054,Ijo peoples,4
2589,"German, possibly Brunswick",4
504,"Belgian, Liège",4
6729,"Yoruba peoples, Oyo group (?)",4
1291,"Chinese, probably for Dutch market",4
7028,possibly Roman,4
1038,Casas Grandes,4
828,"British, Ripon",4
756,"British, Leeds, Yorkshire",4
6744,Zaramo or Kwere peoples,4
6984,"possibly Italian, Padua",4
469,Bassa peoples (?),4
361,Aymara or Quechua,4
3439,"Indian, Rajasthan",4
1462,Dogon,4
1461,Diquís (?),4
6974,possibly Irish,4
5263,Pakistan (Baluchistan),4
1062,Central African,4
3765,"Italian, Emilia",4
4094,Japan (Shiga),4
6985,"possibly Italian, Rome",4
3904,"Italian, Val Vogna",4
3894,"Italian, Urbino and Gubbio",4
4983,Nias,4
3410,"Indian, Gujarat, for the export market",4
1507,"Dutch, Harlingen",4
3981,"Italian, possibly Milan",4
3415,"Indian, Kashmir",4
6511,Venezuelan,4
1021,Capuli (?),4
1210,"Chinese with Dutch decoration, for European market",4
1209,"Chinese with Dutch decoration, for Dutch market",4
345,"Austrian, Vienna with German, Breslau (Wrocław) decoration",4
1208,Chinese with Dutch decoration,4
683,"British, Birmingham, after Portuguese original",4
6756,Zulu peoples,4
520,Beninese,4
6665,Winnebago,4
1515,"Dutch, Loosdrecht",4
879,"British, after Italian, Florence original",4
5277,Pakistan (ancient region of Gandhara) or Afghanistan,4
6913,possibly European,4
4275,Kulango peoples,4
1401,Cypriot?,4
1397,Cypriot ?,4
1116,Chavin,4
1117,Chavin (?),4
6686,Xiongnu,4
4362,Liberia,4
328,"Austrian, Hall",4
1382,Crow,4
4157,Kalumburu Mission,4
618,"British and French, probably Beauvais",4
3497,"Indian, probably South Indian",4
5304,Papua New Guinea (?),4
730,"British, East Midlands (?)",4
5310,Papua New Guinean (New Ireland),4
1098,Central Region,4
5136,Northern Hungarian,4
3454,"Indian, South India",4
3653,Italian (Pescocostanzo) (Abruzzi),4
4159,Kambot people,4
6671,Wogumas (?),4
4938,"Netherlandish, Tournai",4
742,"British, Halifax",4
5430,"Polish, Sluck",4
3724,Italian or Turkish,4
1429,Danish (Nästved),4
414,Bamana,4
1333,Collingwood Bay,4
6957,"possibly German, Nuremberg",4
868,"British, after French original",4
6841,"hilt, Spanish; blade, German",4
3408,"Indian, Gujarat",4
1037,Carthaginian or Eastern Mediterranean,4
1260,"Chinese, for Russian market",4
1571,"East Greek, Wild Goat Style",4
3381,"Indian, Bengal (?) or Nepalese",4
6869,"possibly Austrian, Vienna",4
5194,Nuna,4
1262,"Chinese, for Spanish market",4
4113,Japanese with French mounts,4
3375,"Indian, Assam, Naga",4
1549,East African,4
7059,possibly Tibetan,4
333,"Austrian, Moravia",4
6475,United Kingdom,4
1568,"East Greek, Milesian, Fikellura",4
453,"Bangladesh, Dacca",4
6945,possibly German or Dutch,4
951,Burkina Faso,4
949,Burgundian,4
